0,1,2,3,4
Jan 29,03:42:30,192.168.17.24 DST=192.168.9.51 LEN=204 TOS=0x00 PREC=0x00 TTL=63 ID=0 DF PROTO=UDP SPT=138,138,184
Jan 29,03:42:30,192.168.17.24 DST=192.168.10.60 LEN=204 TOS=0x00 PREC=0x00 TTL=63 ID=0 DF PROTO=UDP SPT=138,138,184
Jan 29,03:43:24,113.240.254.136 DST=216.58.112.55 LEN=374 TOS=0x00 PREC=0x00 TTL=55 ID=60483 PROTO=UDP SPT=31105,1026,354
Jan 29,03:45:07,78.64.94.63 DST=216.58.112.55 LEN=387 TOS=0x00 PREC=0x00 TTL=56 ID=56011 PROTO=UDP SPT=31105,1026,367
Jan 29,03:45:34,192.168.17.24 DST=192.168.9.51 LEN=235 TOS=0x00 PREC=0x00 TTL=63 ID=0 DF PROTO=UDP SPT=138,138,215
Jan 29,03:45:34,192.168.17.24 DST=192.168.10.60 LEN=235 TOS=0x00 PREC=0x00 TTL=63 ID=0 DF PROTO=UDP SPT=138,138,215
Jan 29,03:45:34,192.168.17.24 DST=192.168.9.51 LEN=204 TOS=0x00 PREC=0x00 TTL=63 ID=0 DF PROTO=UDP SPT=138,138,184
Jan 29,03:45:34,192.168.17.24 DST=192.168.10.60 LEN=204 TOS=0x00 PREC=0x00 TTL=63 ID=0 DF PROTO=UDP SPT=138,138,184
Jan 29,03:47:36,136.1.7.55 DST=216.58.112.55 LEN=404 TOS=0x00 PREC=0x00 TTL=106 ID=33657 PROTO=UDP SPT=1676,1434,384
Jan 29,03:48:34,192.168.17.24 DST=192.168.9.51 LEN=235 TOS=0x00 PREC=0x00 TTL=63 ID=0 DF PROTO=UDP SPT=138,138,215
Jan 29,03:48:34,192.168.17.24 DST=192.168.10.60 LEN=235 TOS=0x00 PREC=0x00 TTL=63 ID=0 DF PROTO=UDP SPT=138,138,215
Jan 29,03:48:34,192.168.17.24 DST=192.168.9.51 LEN=204 TOS=0x00 PREC=0x00 TTL=63 ID=0 DF PROTO=UDP SPT=138,138,184
Jan 29,03:48:34,192.168.17.24 DST=192.168.10.60 LEN=204 TOS=0x00 PREC=0x00 TTL=63 ID=0 DF PROTO=UDP SPT=138,138,184
Jan 29,03:51:29,192.168.17.24 DST=192.168.9.51 LEN=235 TOS=0x00 PREC=0x00 TTL=63 ID=0 DF PROTO=UDP SPT=138,138,215
Jan 29,03:51:29,192.168.17.24 DST=192.168.10.60 LEN=235 TOS=0x00 PREC=0x00 TTL=63 ID=0 DF PROTO=UDP SPT=138,138,215
Jan 29,03:51:29,192.168.17.24 DST=192.168.9.51 LEN=204 TOS=0x00 PREC=0x00 TTL=63 ID=0 DF PROTO=UDP SPT=138,138,184
Jan 29,03:51:29,192.168.17.24 DST=192.168.10.60 LEN=204 TOS=0x00 PREC=0x00 TTL=63 ID=0 DF PROTO=UDP SPT=138,138,184
Jan 29,03:52:44,218.10.137.142 DST=216.58.112.55 LEN=485 TOS=0x00 PREC=0x00 TTL=41 ID=0 DF PROTO=UDP SPT=57677,1026,465
Jan 29,03:52:44,218.10.137.142 DST=216.58.112.55 LEN=485 TOS=0x00 PREC=0x00 TTL=41 ID=0 DF PROTO=UDP SPT=57677,1027,465
Jan 29,03:52:44,218.10.137.142 DST=216.58.112.55 LEN=485 TOS=0x00 PREC=0x00 TTL=41 ID=0 DF PROTO=UDP SPT=57678,1027,465
Jan 29,03:53:43,192.168.17.11 DST=10.97.14.25 LEN=76 TOS=0x00 PREC=0x00 TTL=126 ID=59753 PROTO=UDP SPT=123,123,56
Jan 29,03:54:28,192.168.17.24 DST=192.168.9.51 LEN=235 TOS=0x00 PREC=0x00 TTL=63 ID=0 DF PROTO=UDP SPT=138,138,215
Jan 29,03:54:28,192.168.17.24 DST=192.168.10.60 LEN=235 TOS=0x00 PREC=0x00 TTL=63 ID=0 DF PROTO=UDP SPT=138,138,215
Jan 29,03:54:28,192.168.17.24 DST=192.168.9.51 LEN=204 TOS=0x00 PREC=0x00 TTL=63 ID=0 DF PROTO=UDP SPT=138,138,184
Jan 29,03:54:28,192.168.17.24 DST=192.168.10.60 LEN=204 TOS=0x00 PREC=0x00 TTL=63 ID=0 DF PROTO=UDP SPT=138,138,184
Jan 29,03:55:45,24.64.247.242 DST=216.58.112.55 LEN=512 TOS=0x00 PREC=0x00 TTL=71 ID=7534 PROTO=UDP SPT=27192,1026,492
Jan 29,03:55:45,24.64.247.242 DST=216.58.112.55 LEN=512 TOS=0x00 PREC=0x00 TTL=71 ID=7535 PROTO=UDP SPT=27192,1027,492
Jan 29,03:55:45,24.64.247.242 DST=216.58.112.55 LEN=512 TOS=0x00 PREC=0x00 TTL=71 ID=7536 PROTO=UDP SPT=27192,1028,492
Jan 29,03:56:11,5.106.75.222 DST=216.58.112.55 LEN=375 TOS=0x00 PREC=0x00 TTL=55 ID=7146 PROTO=UDP SPT=31105,1026,355
Jan 29,03:57:17,33.70.134.133 DST=216.58.112.55 LEN=386 TOS=0x00 PREC=0x00 TTL=55 ID=15685 PROTO=UDP SPT=31105,1026,366
Jan 29,03:57:38,192.168.17.24 DST=192.168.9.51 LEN=235 TOS=0x00 PREC=0x00 TTL=63 ID=0 DF PROTO=UDP SPT=138,138,215
Jan 29,03:57:38,192.168.17.24 DST=192.168.10.60 LEN=235 TOS=0x00 PREC=0x00 TTL=63 ID=0 DF PROTO=UDP SPT=138,138,215
Jan 29,03:57:38,192.168.17.24 DST=192.168.9.51 LEN=204 TOS=0x00 PREC=0x00 TTL=63 ID=0 DF PROTO=UDP SPT=138,138,184
Jan 29,03:57:38,192.168.17.24 DST=192.168.10.60 LEN=204 TOS=0x00 PREC=0x00 TTL=63 ID=0 DF PROTO=UDP SPT=138,138,184
Jan 29,03:58:40,37.50.202.98 DST=216.58.112.55 LEN=387 TOS=0x00 PREC=0x00 TTL=55 ID=30273 PROTO=UDP SPT=31105,1026,367
Jan 29,04:00:28,192.168.17.24 DST=192.168.9.51 LEN=235 TOS=0x00 PREC=0x00 TTL=63 ID=0 DF PROTO=UDP SPT=138,138,215
Jan 29,04:00:28,192.168.17.24 DST=192.168.10.60 LEN=235 TOS=0x00 PREC=0x00 TTL=63 ID=0 DF PROTO=UDP SPT=138,138,215
Jan 29,04:00:28,192.168.17.24 DST=192.168.9.51 LEN=204 TOS=0x00 PREC=0x00 TTL=63 ID=0 DF PROTO=UDP SPT=138,138,184
Jan 29,04:00:28,192.168.17.24 DST=192.168.10.60 LEN=204 TOS=0x00 PREC=0x00 TTL=63 ID=0 DF PROTO=UDP SPT=138,138,184
Jan 29,04:00:56,87.99.7.181 DST=216.58.112.55 LEN=51 TOS=0x00 PREC=0x00 TTL=106 ID=811 PROTO=UDP SPT=6348,40686,31
Jan 29,04:00:57,87.99.7.181 DST=216.58.112.55 LEN=51 TOS=0x00 PREC=0x00 TTL=106 ID=849 PROTO=UDP SPT=6348,40686,31
Jan 29,04:00:58,87.99.7.181 DST=216.58.112.55 LEN=51 TOS=0x00 PREC=0x00 TTL=106 ID=879 PROTO=UDP SPT=6348,40686,31
Jan 29,04:00:59,87.99.7.181 DST=216.58.112.55 LEN=51 TOS=0x00 PREC=0x00 TTL=106 ID=909 PROTO=UDP SPT=6348,40686,31
Jan 29,04:01:00,87.99.7.181 DST=216.58.112.55 LEN=51 TOS=0x00 PREC=0x00 TTL=106 ID=936 PROTO=UDP SPT=6348,40686,31
Jan 29,04:01:16,87.99.7.181 DST=216.58.112.55 LEN=51 TOS=0x00 PREC=0x00 TTL=106 ID=1340 PROTO=UDP SPT=6348,40686,31
Jan 29,04:03:38,192.168.17.24 DST=192.168.9.51 LEN=235 TOS=0x00 PREC=0x00 TTL=63 ID=0 DF PROTO=UDP SPT=138,138,215
Jan 29,04:03:38,192.168.17.24 DST=192.168.10.60 LEN=235 TOS=0x00 PREC=0x00 TTL=63 ID=0 DF PROTO=UDP SPT=138,138,215
Jan 29,04:03:38,192.168.17.24 DST=192.168.9.51 LEN=204 TOS=0x00 PREC=0x00 TTL=63 ID=0 DF PROTO=UDP SPT=138,138,184
Jan 29,04:03:38,192.168.17.24 DST=192.168.10.60 LEN=204 TOS=0x00 PREC=0x00 TTL=63 ID=0 DF PROTO=UDP SPT=138,138,184
Jan 29,04:04:42,69.115.209.62 DST=216.58.112.55 LEN=51 TOS=0x00 PREC=0x00 TTL=114 ID=11570 PROTO=UDP SPT=18019,40686,31
Jan 29,04:04:42,71.14.121.15 DST=216.58.112.55 LEN=51 TOS=0x00 PREC=0x00 TTL=115 ID=41311 PROTO=UDP SPT=17145,40686,31
Jan 29,04:04:42,68.12.143.82 DST=216.58.112.55 LEN=51 TOS=0x00 PREC=0x00 TTL=114 ID=47656 PROTO=UDP SPT=23960,40686,31
Jan 29,04:04:42,72.74.229.181 DST=216.58.112.55 LEN=51 TOS=0x00 PREC=0x00 TTL=115 ID=23883 PROTO=UDP SPT=50521,40686,31
Jan 29,04:04:42,24.67.56.239 DST=216.58.112.55 LEN=51 TOS=0x00 PREC=0x00 TTL=118 ID=6595 PROTO=UDP SPT=43311,40686,31
Jan 29,04:06:37,192.168.17.24 DST=192.168.9.51 LEN=235 TOS=0x00 PREC=0x00 TTL=63 ID=0 DF PROTO=UDP SPT=138,138,215
Jan 29,04:06:37,192.168.17.24 DST=192.168.10.60 LEN=235 TOS=0x00 PREC=0x00 TTL=63 ID=0 DF PROTO=UDP SPT=138,138,215
Jan 29,04:06:37,192.168.17.24 DST=192.168.9.51 LEN=204 TOS=0x00 PREC=0x00 TTL=63 ID=0 DF PROTO=UDP SPT=138,138,184
Jan 29,04:06:37,192.168.17.24 DST=192.168.10.60 LEN=204 TOS=0x00 PREC=0x00 TTL=63 ID=0 DF PROTO=UDP SPT=138,138,184
Jan 29,04:09:37,192.168.17.24 DST=192.168.9.51 LEN=235 TOS=0x00 PREC=0x00 TTL=63 ID=0 DF PROTO=UDP SPT=138,138,215
Jan 29,04:09:37,192.168.17.24 DST=192.168.10.60 LEN=235 TOS=0x00 PREC=0x00 TTL=63 ID=0 DF PROTO=UDP SPT=138,138,215
Jan 29,04:09:37,192.168.17.24 DST=192.168.9.51 LEN=204 TOS=0x00 PREC=0x00 TTL=63 ID=0 DF PROTO=UDP SPT=138,138,184
Jan 29,04:09:37,192.168.17.24 DST=192.168.10.60 LEN=204 TOS=0x00 PREC=0x00 TTL=63 ID=0 DF PROTO=UDP SPT=138,138,184
Jan 29,04:10:13,84.58.185.23 DST=216.58.112.55 LEN=60 TOS=0x00 PREC=0x00 TTL=51 ID=8261 PROTO=UDP SPT=33634,40686,40
Jan 29,04:10:50,192.168.17.11 DST=10.97.14.25 LEN=76 TOS=0x00 PREC=0x00 TTL=126 ID=59868 PROTO=UDP SPT=123,123,56
Jan 29,04:11:18,170.151.147.175 DST=216.58.112.55 LEN=387 TOS=0x00 PREC=0x00 TTL=55 ID=5704 PROTO=UDP SPT=31105,1026,367
Jan 29,04:12:37,192.168.17.24 DST=192.168.9.51 LEN=235 TOS=0x00 PREC=0x00 TTL=63 ID=0 DF PROTO=UDP SPT=138,138,215
Jan 29,04:12:37,192.168.17.24 DST=192.168.10.60 LEN=235 TOS=0x00 PREC=0x00 TTL=63 ID=0 DF PROTO=UDP SPT=138,138,215
Jan 29,04:12:37,192.168.17.24 DST=192.168.9.51 LEN=204 TOS=0x00 PREC=0x00 TTL=63 ID=0 DF PROTO=UDP SPT=138,138,184
Jan 29,04:12:37,192.168.17.24 DST=192.168.10.60 LEN=204 TOS=0x00 PREC=0x00 TTL=63 ID=0 DF PROTO=UDP SPT=138,138,184
Jan 29,04:15:52,192.168.17.24 DST=192.168.9.51 LEN=235 TOS=0x00 PREC=0x00 TTL=63 ID=0 DF PROTO=UDP SPT=138,138,215
Jan 29,04:15:52,192.168.17.24 DST=192.168.10.60 LEN=235 TOS=0x00 PREC=0x00 TTL=63 ID=0 DF PROTO=UDP SPT=138,138,215
Jan 29,04:15:52,192.168.17.24 DST=192.168.9.51 LEN=204 TOS=0x00 PREC=0x00 TTL=63 ID=0 DF PROTO=UDP SPT=138,138,184
Jan 29,04:15:52,192.168.17.24 DST=192.168.10.60 LEN=204 TOS=0x00 PREC=0x00 TTL=63 ID=0 DF PROTO=UDP SPT=138,138,184
Jan 29,04:17:19,24.64.99.251 DST=216.58.112.55 LEN=512 TOS=0x00 PREC=0x00 TTL=72 ID=64925 PROTO=UDP SPT=18449,1026,492
Jan 29,04:17:19,24.64.99.251 DST=216.58.112.55 LEN=512 TOS=0x00 PREC=0x00 TTL=72 ID=64926 PROTO=UDP SPT=18449,1027,492
Jan 29,04:17:19,24.64.99.251 DST=216.58.112.55 LEN=512 TOS=0x00 PREC=0x00 TTL=72 ID=64927 PROTO=UDP SPT=18449,1028,492
Jan 29,04:18:10,24.64.203.111 DST=216.58.112.55 LEN=512 TOS=0x00 PREC=0x00 TTL=72 ID=47758 PROTO=UDP SPT=3585,1026,492
Jan 29,04:18:10,24.64.203.111 DST=216.58.112.55 LEN=512 TOS=0x00 PREC=0x00 TTL=72 ID=47759 PROTO=UDP SPT=3585,1027,492
Jan 29,04:18:10,24.64.203.111 DST=216.58.112.55 LEN=512 TOS=0x00 PREC=0x00 TTL=72 ID=47760 PROTO=UDP SPT=3585,1028,492
Jan 29,04:18:51,192.168.17.24 DST=192.168.9.51 LEN=235 TOS=0x00 PREC=0x00 TTL=63 ID=0 DF PROTO=UDP SPT=138,138,215
Jan 29,04:18:51,192.168.17.24 DST=192.168.10.60 LEN=235 TOS=0x00 PREC=0x00 TTL=63 ID=0 DF PROTO=UDP SPT=138,138,215
Jan 29,04:18:51,192.168.17.24 DST=192.168.9.51 LEN=204 TOS=0x00 PREC=0x00 TTL=63 ID=0 DF PROTO=UDP SPT=138,138,184
Jan 29,04:18:51,192.168.17.24 DST=192.168.10.60 LEN=204 TOS=0x00 PREC=0x00 TTL=63 ID=0 DF PROTO=UDP SPT=138,138,184
Jan 29,04:21:14,83.11.117.100 DST=216.58.112.55 LEN=60 TOS=0x00 PREC=0x00 TTL=115 ID=8546 PROTO=UDP SPT=6346,40686,40
Jan 29,04:21:46,192.168.17.24 DST=192.168.9.51 LEN=235 TOS=0x00 PREC=0x00 TTL=63 ID=0 DF PROTO=UDP SPT=138,138,215
Jan 29,04:21:46,192.168.17.24 DST=192.168.10.60 LEN=235 TOS=0x00 PREC=0x00 TTL=63 ID=0 DF PROTO=UDP SPT=138,138,215
Jan 29,04:21:46,192.168.17.24 DST=192.168.9.51 LEN=204 TOS=0x00 PREC=0x00 TTL=63 ID=0 DF PROTO=UDP SPT=138,138,184
Jan 29,04:21:46,192.168.17.24 DST=192.168.10.60 LEN=204 TOS=0x00 PREC=0x00 TTL=63 ID=0 DF PROTO=UDP SPT=138,138,184
Jan 29,04:24:16,161.85.118.220 DST=216.58.112.55 LEN=387 TOS=0x00 PREC=0x00 TTL=55 ID=34275 PROTO=UDP SPT=31105,1026,367
Jan 29,04:24:47,192.168.17.24 DST=192.168.9.51 LEN=235 TOS=0x00 PREC=0x00 TTL=63 ID=0 DF PROTO=UDP SPT=138,138,215
Jan 29,04:24:47,192.168.17.24 DST=192.168.10.60 LEN=235 TOS=0x00 PREC=0x00 TTL=63 ID=0 DF PROTO=UDP SPT=138,138,215
Jan 29,04:24:47,192.168.17.24 DST=192.168.9.51 LEN=204 TOS=0x00 PREC=0x00 TTL=63 ID=0 DF PROTO=UDP SPT=138,138,184
Jan 29,04:24:47,192.168.17.24 DST=192.168.10.60 LEN=204 TOS=0x00 PREC=0x00 TTL=63 ID=0 DF PROTO=UDP SPT=138,138,184
Jan 29,04:27:55,192.168.17.11 DST=10.97.14.25 LEN=76 TOS=0x00 PREC=0x00 TTL=126 ID=59953 PROTO=UDP SPT=123,123,56
Jan 29,04:28:05,192.168.17.24 DST=192.168.9.51 LEN=235 TOS=0x00 PREC=0x00 TTL=63 ID=0 DF PROTO=UDP SPT=138,138,215
Jan 29,04:28:05,192.168.17.24 DST=192.168.10.60 LEN=235 TOS=0x00 PREC=0x00 TTL=63 ID=0 DF PROTO=UDP SPT=138,138,215
Jan 29,04:28:05,192.168.17.24 DST=192.168.9.51 LEN=204 TOS=0x00 PREC=0x00 TTL=63 ID=0 DF PROTO=UDP SPT=138,138,184
Jan 29,04:28:05,192.168.17.24 DST=192.168.10.60 LEN=204 TOS=0x00 PREC=0x00 TTL=63 ID=0 DF PROTO=UDP SPT=138,138,184
Jan 29,04:31:04,192.168.17.24 DST=192.168.9.51 LEN=235 TOS=0x00 PREC=0x00 TTL=63 ID=0 DF PROTO=UDP SPT=138,138,215
Jan 29,04:31:04,192.168.17.24 DST=192.168.10.60 LEN=235 TOS=0x00 PREC=0x00 TTL=63 ID=0 DF PROTO=UDP SPT=138,138,215
Jan 29,04:31:04,192.168.17.24 DST=192.168.9.51 LEN=204 TOS=0x00 PREC=0x00 TTL=63 ID=0 DF PROTO=UDP SPT=138,138,184
Jan 29,04:31:04,192.168.17.24 DST=192.168.10.60 LEN=204 TOS=0x00 PREC=0x00 TTL=63 ID=0 DF PROTO=UDP SPT=138,138,184
Jan 29,04:33:31,68.188.196.186 DST=216.58.112.55 LEN=387 TOS=0x00 PREC=0x00 TTL=55 ID=20151 PROTO=UDP SPT=31105,1026,367
Jan 29,04:34:00,192.168.17.24 DST=192.168.9.51 LEN=235 TOS=0x00 PREC=0x00 TTL=63 ID=0 DF PROTO=UDP SPT=138,138,215
Jan 29,04:34:00,192.168.17.24 DST=192.168.10.60 LEN=235 TOS=0x00 PREC=0x00 TTL=63 ID=0 DF PROTO=UDP SPT=138,138,215
Jan 29,04:34:00,192.168.17.24 DST=192.168.9.51 LEN=204 TOS=0x00 PREC=0x00 TTL=63 ID=0 DF PROTO=UDP SPT=138,138,184
Jan 29,04:34:00,192.168.17.24 DST=192.168.10.60 LEN=204 TOS=0x00 PREC=0x00 TTL=63 ID=0 DF PROTO=UDP SPT=138,138,184
Jan 29,04:34:42,68.12.143.82 DST=216.58.112.55 LEN=51 TOS=0x00 PREC=0x00 TTL=114 ID=46805 PROTO=UDP SPT=23960,40686,31
Jan 29,04:34:43,71.206.130.118 DST=216.58.112.55 LEN=51 TOS=0x00 PREC=0x00 TTL=111 ID=23121 PROTO=UDP SPT=24439,40686,31
Jan 29,04:34:43,76.17.177.237 DST=216.58.112.55 LEN=51 TOS=0x00 PREC=0x00 TTL=112 ID=60501 PROTO=UDP SPT=4226,40686,31
Jan 29,04:34:43,24.166.109.127 DST=216.58.112.55 LEN=51 TOS=0x00 PREC=0x00 TTL=115 ID=46458 PROTO=UDP SPT=39765,40686,31
Jan 29,04:34:43,24.165.92.109 DST=216.58.112.55 LEN=51 TOS=0x00 PREC=0x00 TTL=113 ID=64073 PROTO=UDP SPT=9541,40686,31
Jan 29,04:37:00,192.168.17.24 DST=192.168.9.51 LEN=235 TOS=0x00 PREC=0x00 TTL=63 ID=0 DF PROTO=UDP SPT=138,138,215
Jan 29,04:37:00,192.168.17.24 DST=192.168.10.60 LEN=235 TOS=0x00 PREC=0x00 TTL=63 ID=0 DF PROTO=UDP SPT=138,138,215
Jan 29,04:37:00,192.168.17.24 DST=192.168.9.51 LEN=204 TOS=0x00 PREC=0x00 TTL=63 ID=0 DF PROTO=UDP SPT=138,138,184
Jan 29,04:37:00,192.168.17.24 DST=192.168.10.60 LEN=204 TOS=0x00 PREC=0x00 TTL=63 ID=0 DF PROTO=UDP SPT=138,138,184
Jan 29,04:40:19,192.168.17.24 DST=192.168.9.51 LEN=235 TOS=0x00 PREC=0x00 TTL=63 ID=0 DF PROTO=UDP SPT=138,138,215
Jan 29,04:40:19,192.168.17.24 DST=192.168.10.60 LEN=235 TOS=0x00 PREC=0x00 TTL=63 ID=0 DF PROTO=UDP SPT=138,138,215
Jan 29,04:40:19,192.168.17.24 DST=192.168.9.51 LEN=204 TOS=0x00 PREC=0x00 TTL=63 ID=0 DF PROTO=UDP SPT=138,138,184
Jan 29,04:40:19,192.168.17.24 DST=192.168.10.60 LEN=204 TOS=0x00 PREC=0x00 TTL=63 ID=0 DF PROTO=UDP SPT=138,138,184
Jan 29,04:43:19,192.168.17.24 DST=192.168.9.51 LEN=235 TOS=0x00 PREC=0x00 TTL=63 ID=0 DF PROTO=UDP SPT=138,138,215
Jan 29,04:43:19,192.168.17.24 DST=192.168.10.60 LEN=235 TOS=0x00 PREC=0x00 TTL=63 ID=0 DF PROTO=UDP SPT=138,138,215
Jan 29,04:43:19,192.168.17.24 DST=192.168.9.51 LEN=204 TOS=0x00 PREC=0x00 TTL=63 ID=0 DF PROTO=UDP SPT=138,138,184
Jan 29,04:43:19,192.168.17.24 DST=192.168.10.60 LEN=204 TOS=0x00 PREC=0x00 TTL=63 ID=0 DF PROTO=UDP SPT=138,138,184
Jan 29,04:44:57,195.205.8.254 DST=216.58.112.55 LEN=51 TOS=0x00 PREC=0x00 TTL=115 ID=15212 PROTO=UDP SPT=6346,40686,31
Jan 29,04:44:58,195.205.8.254 DST=216.58.112.55 LEN=51 TOS=0x00 PREC=0x00 TTL=115 ID=15233 PROTO=UDP SPT=6346,40686,31
Jan 29,04:44:59,195.205.8.254 DST=216.58.112.55 LEN=51 TOS=0x00 PREC=0x00 TTL=115 ID=15268 PROTO=UDP SPT=6346,40686,31
Jan 29,04:45:00,195.205.8.254 DST=216.58.112.55 LEN=51 TOS=0x00 PREC=0x00 TTL=115 ID=15322 PROTO=UDP SPT=6346,40686,31
Jan 29,04:45:00,192.168.17.11 DST=10.97.14.25 LEN=76 TOS=0x00 PREC=0x00 TTL=126 ID=60057 PROTO=UDP SPT=123,123,56
Jan 29,04:45:01,195.205.8.254 DST=216.58.112.55 LEN=51 TOS=0x00 PREC=0x00 TTL=115 ID=15361 PROTO=UDP SPT=6346,40686,31
Jan 29,04:46:14,192.168.17.24 DST=192.168.9.51 LEN=235 TOS=0x00 PREC=0x00 TTL=63 ID=0 DF PROTO=UDP SPT=138,138,215
Jan 29,04:46:14,192.168.17.24 DST=192.168.10.60 LEN=235 TOS=0x00 PREC=0x00 TTL=63 ID=0 DF PROTO=UDP SPT=138,138,215
Jan 29,04:46:14,192.168.17.24 DST=192.168.9.51 LEN=204 TOS=0x00 PREC=0x00 TTL=63 ID=0 DF PROTO=UDP SPT=138,138,184
Jan 29,04:46:14,192.168.17.24 DST=192.168.10.60 LEN=204 TOS=0x00 PREC=0x00 TTL=63 ID=0 DF PROTO=UDP SPT=138,138,184
Jan 29,04:48:25,24.64.123.100 DST=216.58.112.55 LEN=512 TOS=0x00 PREC=0x00 TTL=72 ID=41393 PROTO=UDP SPT=30696,1026,492
Jan 29,04:48:25,24.64.123.100 DST=216.58.112.55 LEN=512 TOS=0x00 PREC=0x00 TTL=72 ID=41394 PROTO=UDP SPT=30696,1027,492
Jan 29,04:48:25,24.64.123.100 DST=216.58.112.55 LEN=512 TOS=0x00 PREC=0x00 TTL=72 ID=41395 PROTO=UDP SPT=30696,1028,492
Jan 29,04:49:14,192.168.17.24 DST=192.168.9.51 LEN=235 TOS=0x00 PREC=0x00 TTL=63 ID=0 DF PROTO=UDP SPT=138,138,215
Jan 29,04:49:14,192.168.17.24 DST=192.168.10.60 LEN=235 TOS=0x00 PREC=0x00 TTL=63 ID=0 DF PROTO=UDP SPT=138,138,215
Jan 29,04:49:14,192.168.17.24 DST=192.168.9.51 LEN=204 TOS=0x00 PREC=0x00 TTL=63 ID=0 DF PROTO=UDP SPT=138,138,184
Jan 29,04:49:14,192.168.17.24 DST=192.168.10.60 LEN=204 TOS=0x00 PREC=0x00 TTL=63 ID=0 DF PROTO=UDP SPT=138,138,184
Jan 29,04:49:47,24.64.117.21 DST=216.58.112.55 LEN=512 TOS=0x00 PREC=0x00 TTL=71 ID=26220 PROTO=UDP SPT=25748,1026,492
Jan 29,04:49:47,24.64.117.21 DST=216.58.112.55 LEN=512 TOS=0x00 PREC=0x00 TTL=71 ID=26221 PROTO=UDP SPT=25748,1027,492
Jan 29,04:49:47,24.64.117.21 DST=216.58.112.55 LEN=512 TOS=0x00 PREC=0x00 TTL=71 ID=26222 PROTO=UDP SPT=25748,1028,492
Jan 29,04:52:33,192.168.17.24 DST=192.168.9.51 LEN=235 TOS=0x00 PREC=0x00 TTL=63 ID=0 DF PROTO=UDP SPT=138,138,215
Jan 29,04:52:33,192.168.17.24 DST=192.168.10.60 LEN=235 TOS=0x00 PREC=0x00 TTL=63 ID=0 DF PROTO=UDP SPT=138,138,215
Jan 29,04:52:33,192.168.17.24 DST=192.168.9.51 LEN=204 TOS=0x00 PREC=0x00 TTL=63 ID=0 DF PROTO=UDP SPT=138,138,184
Jan 29,04:52:33,192.168.17.24 DST=192.168.10.60 LEN=204 TOS=0x00 PREC=0x00 TTL=63 ID=0 DF PROTO=UDP SPT=138,138,184
Jan 29,04:53:08,24.64.228.211 DST=216.58.112.55 LEN=512 TOS=0x00 PREC=0x00 TTL=71 ID=37615 PROTO=UDP SPT=13933,1026,492
Jan 29,04:53:08,24.64.228.211 DST=216.58.112.55 LEN=512 TOS=0x00 PREC=0x00 TTL=71 ID=37616 PROTO=UDP SPT=13933,1027,492
Jan 29,04:53:08,24.64.228.211 DST=216.58.112.55 LEN=512 TOS=0x00 PREC=0x00 TTL=71 ID=37617 PROTO=UDP SPT=13933,1028,492
Jan 29,04:54:48,56.126.223.189 DST=216.58.112.55 LEN=387 TOS=0x00 PREC=0x00 TTL=56 ID=51982 PROTO=UDP SPT=31105,1026,367
Jan 29,04:55:33,192.168.17.24 DST=192.168.9.51 LEN=235 TOS=0x00 PREC=0x00 TTL=63 ID=0 DF PROTO=UDP SPT=138,138,215
Jan 29,04:55:33,192.168.17.24 DST=192.168.10.60 LEN=235 TOS=0x00 PREC=0x00 TTL=63 ID=0 DF PROTO=UDP SPT=138,138,215
Jan 29,04:55:33,192.168.17.24 DST=192.168.9.51 LEN=204 TOS=0x00 PREC=0x00 TTL=63 ID=0 DF PROTO=UDP SPT=138,138,184
Jan 29,04:55:33,192.168.17.24 DST=192.168.10.60 LEN=204 TOS=0x00 PREC=0x00 TTL=63 ID=0 DF PROTO=UDP SPT=138,138,184
Jan 29,04:58:29,192.168.17.24 DST=192.168.9.51 LEN=235 TOS=0x00 PREC=0x00 TTL=63 ID=0 DF PROTO=UDP SPT=138,138,215
Jan 29,04:58:29,192.168.17.24 DST=192.168.10.60 LEN=235 TOS=0x00 PREC=0x00 TTL=63 ID=0 DF PROTO=UDP SPT=138,138,215
Jan 29,04:58:29,192.168.17.24 DST=192.168.9.51 LEN=204 TOS=0x00 PREC=0x00 TTL=63 ID=0 DF PROTO=UDP SPT=138,138,184
Jan 29,04:58:29,192.168.17.24 DST=192.168.10.60 LEN=204 TOS=0x00 PREC=0x00 TTL=63 ID=0 DF PROTO=UDP SPT=138,138,184
Jan 29,04:58:54,75.121.38.232 DST=216.58.112.55 LEN=51 TOS=0x00 PREC=0x00 TTL=109 ID=41505 PROTO=UDP SPT=37293,40686,31
Jan 29,05:00:40,24.64.198.159 DST=216.58.112.55 LEN=512 TOS=0x00 PREC=0x00 TTL=72 ID=55503 PROTO=UDP SPT=27624,1026,492
Jan 29,05:00:40,24.64.198.159 DST=216.58.112.55 LEN=512 TOS=0x00 PREC=0x00 TTL=72 ID=55504 PROTO=UDP SPT=27624,1027,492
Jan 29,05:00:40,24.64.198.159 DST=216.58.112.55 LEN=512 TOS=0x00 PREC=0x00 TTL=72 ID=55505 PROTO=UDP SPT=27624,1028,492
Jan 29,05:01:30,192.168.17.24 DST=192.168.9.51 LEN=235 TOS=0x00 PREC=0x00 TTL=63 ID=0 DF PROTO=UDP SPT=138,138,215
